repository_owner,repository_name,pr_number,waste,num_commits,status
ornicar,lila,289,265,2,merged
ornicar,lila,324,74146,13,merged
ornicar,lila,268,49,1,merged
ornicar,lila,287,1536,4,merged
ornicar,lila,253,960,1,abandoned
ornicar,lila,308,615908,15,merged
ornicar,lila,247,9746,1,merged
ornicar,lila,228,7884,2,merged
ornicar,lila,221,121,1,merged
ornicar,lila,215,0,0,abandoned
ornicar,lila,195,0,1,merged
ornicar,lila,279,4660,9,merged
ornicar,lila,185,160,1,merged
ornicar,lila,284,14615,10,merged
ornicar,lila,158,736001,1,merged
ornicar,lila,145,12,1,merged
ornicar,lila,139,12,1,merged
ornicar,lila,259,734295,59,merged
ornicar,lila,138,30,1,merged
ornicar,lila,132,0,1,merged
ornicar,lila,133,0,1,merged
ornicar,lila,119,16912,1,abandoned
ornicar,lila,92,3235,1,merged
ornicar,lila,95,15,1,merged
ornicar,lila,134,2481675,2,merged
ornicar,lila,91,16001,1,abandoned
ornicar,lila,90,10,1,merged
ornicar,lila,80,0,1,merged
ornicar,lila,87,5,1,merged
ornicar,lila,78,265,1,merged
ornicar,lila,76,274,1,merged
ornicar,lila,83,1653,3,merged
ornicar,lila,74,94,1,merged
ornicar,lila,68,0,1,merged
ornicar,lila,71,1,1,merged
ornicar,lila,67,134,1,merged
ornicar,lila,72,806,2,merged
ornicar,lila,66,0,1,abandoned
ornicar,lila,65,96,1,merged
ornicar,lila,64,138,1,abandoned
ornicar,lila,61,20648,1,merged
ornicar,lila,60,11,1,merged
ornicar,lila,48,21,1,merged
ornicar,lila,46,0,1,merged
ornicar,lila,41,2,1,merged
ornicar,lila,37,24,2,merged
ornicar,lila,33,27,1,merged
ornicar,lila,36,6094,2,merged
ornicar,lila,14,20,1,abandoned
ornicar,lila,17,43,1,merged
ornicar,lila,15,18,1,merged
ornicar,lila,10,132,1,merged
ornicar,lila,16,303,1,merged
ornicar,lila,28,0,1,abandoned
ornicar,lila,9,21,1,merged
ornicar,lila,7,18,4,merged
ornicar,lila,1,266513,8,merged
ornicar,lila,18,3609326,12,abandoned
facebook,react,15974,44,1,open
facebook,react,15976,3703,1,open
facebook,react,15972,119,2,merged
facebook,react,15967,21,2,abandoned
facebook,react,15966,7436,2,merged
facebook,react,15975,17943,3,open
facebook,react,15963,2,1,open
facebook,react,15959,1254,1,merged
facebook,react,15962,548,1,merged
facebook,react,15957,1132,1,merged
facebook,react,15960,2538,2,merged
facebook,react,15965,36237,6,open
facebook,react,15956,295,1,merged
facebook,react,15955,754,1,merged
facebook,react,15953,295,1,open
facebook,react,15952,34,1,merged
facebook,react,15947,66,1,merged
facebook,react,15944,779,1,merged
facebook,react,15950,110,2,merged
facebook,react,15946,6751,2,merged
facebook,react,15941,308,1,merged
facebook,react,15940,2672,1,merged
facebook,react,15943,74158,3,merged
facebook,react,15938,248,1,merged
facebook,react,15936,1698,1,merged
facebook,react,15939,2775,3,merged
facebook,react,15935,1,1,open
facebook,react,15934,12,1,abandoned
facebook,react,15937,57602,3,merged
facebook,react,15931,159,1,merged
facebook,react,15926,829,1,merged
facebook,react,15922,49,1,merged
facebook,react,15923,4180,1,abandoned
facebook,react,15929,1932,2,merged
facebook,react,15928,9089,4,merged
facebook,react,15917,102,1,abandoned
facebook,react,15916,740,1,merged
facebook,react,15911,10444,1,merged
facebook,react,15918,20358,5,merged
facebook,react,15927,102377,5,merged
facebook,react,15909,1145,1,merged
facebook,react,15904,315,1,merged
facebook,react,15899,53,1,abandoned
facebook,react,15898,350,1,merged
facebook,react,15910,3617,4,merged
facebook,react,15907,343,2,merged
facebook,react,15892,4,1,merged
facebook,react,15891,1823,1,merged
facebook,react,15888,5,1,merged
facebook,react,15894,682,3,open
facebook,react,15889,21031,3,merged
facebook,react,15890,935,5,merged
facebook,react,15885,66,2,abandoned
facebook,react,15882,171,1,merged
facebook,react,15883,3024,3,merged
facebook,react,15902,34650,12,merged
facebook,react,15877,1749,1,merged
facebook,react,15878,7079,4,merged
facebook,react,15875,4725,3,abandoned
facebook,react,15887,251598,10,open
facebook,react,15861,151,1,merged
facebook,react,15869,410,1,open
facebook,react,15866,2,1,merged
facebook,react,15862,9822,1,merged
facebook,react,15871,9627,3,abandoned
facebook,react,15860,9780,4,merged
facebook,react,15853,926,2,merged
facebook,react,15847,835,1,abandoned
facebook,react,15854,437,4,merged
facebook,react,15844,5,1,open
facebook,react,15872,24463,8,merged
facebook,react,15848,149843,5,open
facebook,react,15838,4,1,abandoned
facebook,react,15840,8777,2,open
facebook,react,15843,62496,3,open
facebook,react,15836,737,2,merged
facebook,react,15834,783,3,merged
facebook,react,15829,360,1,abandoned
facebook,react,15832,13082,3,merged
facebook,react,15826,0,1,merged
facebook,react,15849,135254,12,open
facebook,react,15827,9645,3,merged
facebook,react,15825,182,2,merged
facebook,react,15821,439,1,merged
facebook,react,15820,3147,1,merged
facebook,react,15824,8213,2,merged
facebook,react,15823,3747,2,merged
facebook,react,15819,3159,1,merged
facebook,react,15816,5309,2,open
facebook,react,15811,4646,2,merged
facebook,react,15804,358,1,merged
facebook,react,15808,7645,1,merged
facebook,react,15810,615,1,merged
facebook,react,15809,560,1,merged
facebook,react,15806,290,1,merged
facebook,react,15805,187,1,merged
facebook,react,15802,142,1,merged
facebook,react,15800,138,1,open
facebook,react,15795,100,1,merged
facebook,react,15793,1520,1,open
facebook,react,15797,655,1,open
facebook,react,15794,775,1,abandoned
facebook,react,15796,3439,4,merged
facebook,react,15790,1,1,open
facebook,react,15786,12497,1,merged
facebook,react,15784,400,1,open
facebook,react,15789,263,2,open
facebook,react,15801,16113,6,merged
facebook,react,15776,1300739,1,abandoned
facebook,react,15775,1300739,1,abandoned
facebook,react,15779,4952,2,open
facebook,react,15778,23590,2,open
facebook,react,15773,0,1,abandoned
facebook,react,15780,404,3,open
facebook,react,15771,405,1,merged
facebook,react,15770,61,1,abandoned
facebook,react,15768,85,1,merged
facebook,react,15767,31,1,merged
facebook,react,15791,63057,14,open
facebook,react,15769,22069,13,merged
facebook,react,15761,3795,1,merged
facebook,react,15758,1268,1,merged
facebook,react,15766,51,1,merged
facebook,react,15757,3002,2,merged
facebook,react,15765,1306,2,abandoned
facebook,react,15755,202,1,merged
facebook,react,15754,5,1,abandoned
facebook,react,15750,699,1,merged
facebook,react,15747,1151,1,merged
facebook,react,15756,6750,6,merged
facebook,react,15763,10563,6,merged
facebook,react,15748,163,1,open
facebook,react,15735,131,1,merged
facebook,react,15741,36,1,abandoned
facebook,react,15734,75,1,merged
facebook,react,15746,188,2,merged
facebook,react,15725,716,2,merged
facebook,react,15720,350,2,merged
facebook,react,15718,653,1,merged
facebook,react,15717,101,1,merged
facebook,react,15716,1597,2,merged
facebook,react,15714,10620,1,merged
facebook,react,15713,93,1,merged
facebook,react,15715,10694,2,abandoned
facebook,react,15733,27801,10,merged
facebook,react,15712,34,1,merged
facebook,react,15710,20,1,merged
facebook,react,15724,17350,12,merged
facebook,react,15711,11993,7,merged
facebook,react,15729,71570962,33,abandoned
facebook,react,15702,2618,1,merged
facebook,react,15709,40,1,abandoned
facebook,react,15704,1139,1,merged
facebook,react,15700,2534,2,merged
facebook,react,15707,4701,3,merged
facebook,react,15708,2255,3,merged
facebook,react,15694,26696,1,merged
facebook,react,15699,36,1,merged
facebook,react,15701,1069,6,abandoned
facebook,react,15692,68,1,merged
facebook,react,15693,24467,3,merged
facebook,react,15698,3286,4,merged
facebook,react,15688,11231,3,abandoned
facebook,react,15686,1651,2,merged
facebook,react,15682,70587,1,merged
facebook,react,15685,1082,2,merged
facebook,react,15672,8531,1,merged
facebook,react,15677,1355,3,abandoned
facebook,react,15679,984,3,merged
facebook,react,15668,62615,1,abandoned
facebook,react,15681,20757,3,merged
facebook,react,15671,2168,3,merged
facebook,react,15666,2265,2,merged
facebook,react,15662,75,1,merged
facebook,react,15659,2974,1,merged
facebook,react,15658,22848,2,open
facebook,react,15654,12810,1,merged
facebook,react,15664,1167,4,merged
facebook,react,15687,32263,14,merged
facebook,react,15651,6184,7,merged
facebook,react,15640,2619,1,open
facebook,react,15641,2,1,merged
facebook,react,15638,587,2,open
facebook,react,15650,2073,2,merged
facebook,react,15644,8042,2,abandoned
facebook,react,15645,3971,2,merged
facebook,react,15634,2567,2,abandoned
facebook,react,15636,2129,2,merged
facebook,react,15629,126,1,open
facebook,react,15630,123,2,open
facebook,react,15633,1253,2,merged
facebook,react,15617,1239,1,merged
facebook,react,15616,28,1,merged
facebook,react,15621,36,2,abandoned
facebook,react,15614,645,2,merged
facebook,react,15612,868,1,merged
facebook,react,15611,1130,1,merged
facebook,react,15646,19904,14,merged
facebook,react,15608,30,2,abandoned
facebook,react,15631,35561,11,abandoned
facebook,react,15606,2779,2,merged
facebook,react,15599,755,1,merged
facebook,react,15604,1560,2,merged
facebook,react,15598,5886,3,merged
facebook,react,15590,274,1,merged
facebook,react,15597,3344,3,merged
facebook,react,15589,1013,1,open
facebook,react,15593,24314,14,merged
facebook,react,15591,78843,17,merged
facebook,react,15619,130936,38,merged
facebook,react,15580,6983,1,merged
facebook,react,15571,671,2,open
facebook,react,15567,5061,2,merged
facebook,react,15576,6735,2,abandoned
facebook,react,15587,12056,4,merged
facebook,react,15578,9089,4,merged
facebook,react,15562,1611,1,merged
facebook,react,15563,2000,1,merged
facebook,react,15565,909,2,abandoned
facebook,react,15560,5831,2,merged
facebook,react,15558,529,1,open
facebook,react,15553,50160,1,open
facebook,react,15586,19745,9,merged
facebook,react,15546,815,1,merged
facebook,react,15545,6,1,abandoned
facebook,react,15541,297,1,merged
facebook,react,15540,297,1,merged
facebook,react,15539,297,1,merged
facebook,react,15551,15268,4,open
facebook,react,15538,297,1,merged
facebook,react,15537,293,1,merged
facebook,react,15535,405,1,merged
facebook,react,15536,1079,2,merged
facebook,react,15533,1202,1,open
facebook,react,15532,18805,1,merged
facebook,react,15531,3355,1,merged
facebook,react,15529,12030,1,open
facebook,react,15524,486,1,abandoned
facebook,react,15526,1364,6,merged
facebook,react,15525,1038,6,abandoned
facebook,react,15521,18,1,abandoned
facebook,react,15517,1063,1,merged
facebook,react,15516,5877,1,merged
facebook,react,15522,1,1,abandoned
facebook,react,15515,1233,2,merged
facebook,react,15514,877,3,merged
facebook,react,15506,1119,1,merged
facebook,react,15507,913,1,merged
facebook,react,15511,1,1,merged
facebook,react,15505,4930,1,merged
facebook,react,15504,1677,2,merged
facebook,react,15503,54,1,merged
facebook,react,15500,6411,1,merged
facebook,react,15501,2557,3,merged
facebook,react,15509,82419,7,abandoned
facebook,react,15519,86396,10,abandoned
facebook,react,15502,33460,4,merged
facebook,react,15493,0,1,merged
facebook,react,15492,4817,2,merged
facebook,react,15496,7671,5,merged
facebook,react,15485,1562,1,merged
facebook,react,15490,1384,5,merged
facebook,react,15482,5161,1,abandoned
facebook,react,15499,59002,9,open
facebook,react,15498,58172,9,abandoned
facebook,react,15479,6174,1,merged
facebook,react,15478,8000,1,merged
facebook,react,15480,1642,2,merged
facebook,react,15481,3186,5,merged
facebook,react,15487,31949,12,merged
facebook,react,15464,616,1,merged
facebook,react,15474,25,1,merged
facebook,react,15477,9592,1,merged
facebook,react,15466,9427,1,abandoned
facebook,react,15473,6089,3,abandoned
facebook,react,15462,10262,3,merged
facebook,react,15475,4450,3,merged
facebook,react,15459,3726,1,abandoned
facebook,react,15458,2882,1,merged
facebook,react,15457,225,1,merged
facebook,react,15456,240,1,merged
facebook,react,15454,59,1,merged
facebook,react,15450,586,1,merged
facebook,react,15449,1456,1,merged
facebook,react,15443,6,1,merged
facebook,react,15437,4,1,abandoned
facebook,react,15433,1339,1,merged
facebook,react,15451,6274,3,merged
facebook,react,15428,2306,2,merged
facebook,react,15425,25137,1,open
facebook,react,15423,524,1,abandoned
facebook,react,15424,368,1,merged
facebook,react,15421,1750,1,merged
facebook,react,15412,238,2,abandoned
facebook,react,15410,238,2,abandoned
facebook,react,15413,274,3,abandoned
facebook,react,15408,9608,4,merged
facebook,react,15431,55646,11,open
facebook,react,15420,282202,26,abandoned
facebook,react,15411,282202,26,abandoned
facebook,react,15406,336,1,abandoned
facebook,react,15401,250,1,open
facebook,react,15400,103979,1,abandoned
facebook,react,15402,307,1,merged
facebook,react,15403,3,1,abandoned
facebook,react,15404,37564,2,merged
facebook,react,15395,0,1,merged
facebook,react,15396,273787,2,merged
facebook,react,15393,830,2,merged
facebook,react,15394,267691,4,merged
facebook,react,15391,267622,3,merged
facebook,react,15389,0,1,abandoned
facebook,react,15388,2775,1,merged
facebook,react,15398,20594,7,abandoned
facebook,react,15387,137225,1,merged
facebook,react,15383,312,1,merged
facebook,react,15384,5512,3,merged
facebook,react,15381,1682,1,merged
facebook,react,15378,5,1,merged
facebook,react,15386,7399,5,merged
facebook,react,15374,8149,1,merged
facebook,react,15366,75,1,abandoned
facebook,react,15365,7,1,abandoned
facebook,react,15367,7325,2,merged
facebook,react,15385,279609,10,merged
facebook,react,15364,1684,2,merged
facebook,react,15372,9383,5,merged
facebook,react,15363,13186,1,merged
facebook,react,15358,5869,6,merged
facebook,react,15399,2323020,28,abandoned
facebook,react,15347,973,1,abandoned
facebook,react,15352,439,1,merged
facebook,react,15357,1058,1,merged
facebook,react,15346,502,1,abandoned
facebook,react,15345,0,2,merged
facebook,react,15354,3476,2,merged
facebook,react,15349,1846,2,open
facebook,react,15343,11,1,open
facebook,react,15339,9962,1,abandoned
facebook,react,15341,2244,2,open
facebook,react,15340,14492,3,merged
facebook,react,15334,201,4,merged
facebook,react,15335,51978,4,merged
facebook,react,15328,3861,2,merged
facebook,react,15326,1425,1,merged
facebook,react,15325,6486,3,merged
facebook,react,15323,241565,3,merged
facebook,react,15330,11080,10,open
facebook,react,15322,23050,5,merged
facebook,react,15312,2029,2,merged
facebook,react,15311,420,1,merged
facebook,react,15313,1493,5,open
facebook,react,15309,478,1,merged
facebook,react,15314,13686,8,merged
facebook,react,15310,548,3,merged
facebook,react,15307,19,1,merged
facebook,react,15305,203,1,merged
facebook,react,15324,873480,11,merged
facebook,react,15302,7626,2,open
facebook,react,15308,393196,13,merged
facebook,react,15296,2017,1,open
facebook,react,15299,143794,1,merged
facebook,react,15290,9736,2,merged
facebook,react,15292,11848,2,merged
facebook,react,15300,1885,2,merged
facebook,react,15297,40253,4,merged
facebook,react,15295,14561,4,merged
facebook,react,15287,2393,1,merged
facebook,react,15274,502718,1,open
facebook,react,15283,2606,2,merged
facebook,react,15273,503834,1,merged
facebook,react,15272,1893,1,merged
facebook,react,15284,13203,4,merged
facebook,react,15271,665411,2,open
facebook,react,15288,856,6,merged
facebook,react,15263,4678,1,merged
facebook,react,15262,27,1,merged
facebook,react,15260,516,1,open
facebook,react,15256,16448,1,merged
facebook,react,15247,8035,1,merged
facebook,react,15268,940040,6,merged
facebook,react,15246,504,1,merged
facebook,react,15248,16798,3,merged
facebook,react,15234,1324010,2,abandoned
facebook,react,15242,12866,3,merged
facebook,react,15230,19,1,merged
facebook,react,15231,374,2,merged
facebook,react,15232,4071,6,merged
facebook,react,15228,28881,8,merged
facebook,react,15261,1005611,16,abandoned
facebook,react,15211,1508,1,open
facebook,react,15216,150,1,merged
facebook,react,15213,5493,1,abandoned
facebook,react,15222,12,2,open
facebook,react,15198,2534,3,open
facebook,react,15195,1770,1,abandoned
facebook,react,15196,70390,2,abandoned
facebook,react,15190,10862,1,merged
facebook,react,15226,12865,7,abandoned
facebook,react,15186,4784,1,merged
facebook,react,15184,5122,1,merged
facebook,react,15197,484,6,open
facebook,react,15181,2323,1,abandoned
facebook,react,15183,1972,1,merged
facebook,react,15205,911767,11,abandoned
facebook,react,15180,5380,2,merged
facebook,react,15174,8375,2,merged
facebook,react,15173,126,1,open
facebook,react,15172,1248,1,merged
facebook,react,15169,516,1,merged
facebook,react,15192,66498,12,abandoned
facebook,react,15159,1266,2,merged
facebook,react,15170,6299,6,merged
facebook,react,15158,23760,1,merged
facebook,react,15166,3323,4,merged
facebook,react,15155,82,1,abandoned
facebook,react,15152,243,1,merged
facebook,react,15168,2734,7,merged
facebook,react,15179,25161,13,merged
facebook,react,15157,268208,14,open
facebook,react,15148,11,1,abandoned
facebook,react,15145,6620,1,merged
facebook,react,15143,808,1,merged
facebook,react,15146,7306,3,open
facebook,react,15150,13505,3,merged
facebook,react,15142,8338,3,merged
facebook,react,15140,1645,1,open
facebook,react,15141,18774,3,merged
facebook,react,15130,228,1,merged
facebook,react,15139,6603,4,merged
facebook,react,15123,1037,1,abandoned
facebook,react,15124,2413,3,merged
facebook,react,15126,62513,4,merged
facebook,react,15151,122312,10,merged
facebook,react,15121,3190,1,merged
facebook,react,15122,90682,2,open
facebook,react,15119,1879,1,merged
facebook,react,15118,15,1,merged
facebook,react,15115,1778,1,merged
facebook,react,15116,922,2,merged
facebook,react,15120,6646,5,merged
facebook,react,15111,5444,2,merged
facebook,react,15104,4,1,merged
facebook,react,15108,3984,2,merged
facebook,react,15101,4,1,abandoned
facebook,react,15099,96137,1,merged
facebook,react,15100,609,2,merged
facebook,react,15094,1065,2,merged
facebook,react,15091,1580,3,open
facebook,react,15112,191405,17,merged
facebook,react,15087,8180,1,open
facebook,react,15067,1204,1,open
facebook,react,15086,2411,1,open
facebook,react,15078,5092,2,merged
facebook,react,15071,486,4,merged
facebook,react,15072,13683,5,open
facebook,react,15064,152,1,abandoned
facebook,react,15079,8524,5,merged
facebook,react,15053,573,1,merged
facebook,react,15055,2366,2,merged
facebook,react,15044,1422,1,merged
facebook,react,15061,6448,5,merged
facebook,react,15035,197,2,open
facebook,react,15034,0,1,merged
facebook,react,15033,384,1,abandoned
facebook,react,15046,23665,6,merged
facebook,react,15030,2041,1,merged
facebook,react,15026,23900,2,merged
facebook,react,15025,1395,1,merged
facebook,react,15047,30806,11,merged
facebook,react,15024,17485,4,abandoned
facebook,react,15023,158354,2,open
facebook,react,15021,3599,2,open
facebook,react,15029,8680,9,merged
facebook,react,15009,8,1,abandoned
facebook,react,15018,5699,3,merged
facebook,react,15036,153426,20,merged
facebook,react,15013,7222,5,merged
facebook,react,15022,18388,13,open
facebook,react,15037,2664901,50,open
facebook,react,14997,57,1,abandoned
facebook,react,15008,1761,1,merged
facebook,react,15005,641,2,merged
facebook,react,15003,105,2,abandoned
facebook,react,14996,17378,2,merged
facebook,react,14993,6380,3,merged
facebook,react,14991,19544,1,abandoned
facebook,react,14992,664,2,merged
facebook,react,14990,5436,1,merged
facebook,react,14989,14408,1,abandoned
facebook,react,14987,0,1,abandoned
facebook,react,15002,201,6,abandoned
facebook,react,14984,4520,2,merged
facebook,react,14974,564,1,merged
facebook,react,14968,874,1,merged
facebook,react,14982,14279,2,merged
facebook,react,14970,4022,2,merged
facebook,react,14971,3351,2,merged
facebook,react,14969,614,2,merged
facebook,react,14967,2706,1,merged
facebook,react,14960,41,1,abandoned
facebook,react,14959,14506,1,merged
facebook,react,14955,600,1,abandoned
facebook,react,14951,0,1,merged
facebook,react,14964,2417,3,merged
facebook,react,14952,13494,2,merged
facebook,react,14948,12,1,abandoned
facebook,react,14944,13,1,abandoned
facebook,react,14943,2,1,merged
facebook,react,14940,16670,5,merged
facebook,react,14938,14,1,abandoned
facebook,react,14939,192,1,abandoned
facebook,react,14931,821,1,merged
facebook,react,14923,2276,1,merged
facebook,react,14926,3,1,merged
facebook,react,14934,519,2,merged
facebook,react,14930,12548,4,merged
facebook,react,14917,81,1,merged
facebook,react,14914,3011,1,merged
facebook,react,14922,168,1,merged
facebook,react,14913,562,1,abandoned
facebook,react,14916,3489,3,merged
facebook,react,14909,6,1,merged
facebook,react,14901,1085,1,merged
facebook,react,14912,4460,5,merged
facebook,react,14902,85889,3,abandoned
facebook,react,14900,62465,2,merged
facebook,react,14907,6492,5,merged
facebook,react,14893,78,2,merged
facebook,react,14892,12518,1,abandoned
facebook,react,14876,1655,1,open
facebook,react,14875,7,1,abandoned
facebook,react,14894,2901,7,abandoned
facebook,react,14906,14006,10,merged
facebook,react,14884,10682,4,merged
facebook,react,14867,226,1,abandoned
facebook,react,14865,0,1,abandoned
facebook,react,14864,609,1,merged
facebook,react,14891,1655625,90,abandoned
facebook,react,14890,5151919,205,abandoned
facebook,react,14851,843,1,merged
facebook,react,14842,19,1,merged
facebook,react,14855,45006,3,merged
facebook,react,14863,2231,3,merged
facebook,react,14852,1931,3,merged
facebook,react,14845,138,4,abandoned
facebook,react,14839,846,1,merged
facebook,react,14841,2567,3,abandoned
facebook,react,14836,3,1,merged
facebook,react,14832,63,1,merged
facebook,react,14831,1797,1,merged
facebook,react,14826,33187,1,abandoned
facebook,react,14819,41,1,merged
facebook,react,14821,2474,3,merged
facebook,react,14809,612,1,abandoned
facebook,react,14820,953,2,merged
facebook,react,14808,7555,1,merged
facebook,react,14804,0,1,abandoned
facebook,react,14800,505,1,open
facebook,react,14805,5,2,merged
facebook,react,14802,1006,2,merged
facebook,react,14816,49396,6,merged
facebook,react,14801,3467,3,merged
facebook,react,14787,9,1,merged
facebook,react,14799,2310,2,merged
facebook,react,14773,2110,2,abandoned
facebook,react,14770,879,2,merged
facebook,react,14768,1248,4,merged
facebook,react,14766,143,4,abandoned
facebook,react,14853,1750556,71,merged
facebook,react,14752,1340,1,merged
facebook,react,14760,1536,1,open
facebook,react,14762,260,1,open
facebook,react,14751,0,1,merged
facebook,react,14757,1788,2,merged
facebook,react,14756,2110,4,merged
facebook,react,14747,413,1,merged
facebook,react,14748,1,1,abandoned
facebook,react,14739,1,2,merged
facebook,react,14735,16,1,abandoned
facebook,react,14733,2431626,1,abandoned
facebook,react,14729,5645,1,merged
facebook,react,14723,650,2,merged
facebook,react,14720,1397,2,merged
facebook,react,14711,12,1,merged
facebook,react,14710,1,1,merged
facebook,react,14724,2443236,9,open
facebook,react,14706,3445,4,merged
facebook,react,14698,2619,2,merged
facebook,react,14746,41661,19,abandoned
facebook,react,14696,1,1,merged
facebook,react,14691,62,1,abandoned
facebook,react,14701,22225,9,merged
facebook,react,14689,238,1,abandoned
facebook,react,14717,39410,21,merged
facebook,react,14690,7971,4,abandoned
facebook,react,14688,239,1,abandoned
facebook,react,14758,76776,36,merged
facebook,react,14744,76477,33,merged
facebook,react,14692,66171,18,abandoned
facebook,react,14684,16,1,open
facebook,react,14683,1169,1,open
facebook,react,14682,1079,2,open
facebook,react,14679,2573,3,merged
facebook,react,14678,9340,4,abandoned
facebook,react,14681,1913,4,open
facebook,react,14680,2417,4,open
facebook,react,14673,223,1,merged
facebook,react,14672,526,1,abandoned
facebook,react,14675,569,3,abandoned
facebook,react,14671,173,1,merged
facebook,react,14670,1556,2,abandoned
facebook,react,14676,1189,6,abandoned
facebook,react,14677,6917,6,merged
facebook,react,14666,5369,1,abandoned
facebook,react,14657,2026,1,merged
facebook,react,14654,37008,2,merged
facebook,react,14661,2680,4,merged
facebook,react,14650,2212,2,abandoned
facebook,react,14651,6429,3,merged
facebook,react,14649,1278,2,merged
facebook,react,14648,3206,2,merged
facebook,react,14647,1166,1,merged
facebook,react,14653,14872,6,merged
facebook,react,14646,440,1,abandoned
facebook,react,14645,779,1,merged
facebook,react,14644,442,1,merged
facebook,react,14652,10918,9,merged
facebook,react,14639,2851,3,abandoned
facebook,react,14643,8208,5,merged
facebook,react,14634,12460,1,abandoned
facebook,react,14632,0,1,merged
facebook,react,14631,2496,1,merged
facebook,react,14628,1684,1,merged
facebook,react,14638,1053,1,abandoned
facebook,react,14633,883,2,merged
facebook,react,14623,51,1,merged
facebook,react,14625,2345,1,merged
facebook,react,14621,207223,2,open
facebook,react,14626,567,2,merged
facebook,react,14617,1056,1,merged
facebook,react,14618,7641,2,merged
facebook,react,14602,1826,2,abandoned
facebook,react,14604,333,2,abandoned
facebook,react,14609,23688,3,merged
facebook,react,14613,168981,6,merged
facebook,react,14615,7956,7,merged
facebook,react,14601,575,1,merged
facebook,react,14600,21,1,abandoned
facebook,react,14599,1233,2,merged
facebook,react,14597,442,1,merged
facebook,react,14593,28,1,merged
facebook,react,14594,3644,3,merged
facebook,react,14592,42,1,merged
facebook,react,14596,186263,4,open
facebook,react,14591,381,1,merged
facebook,react,14590,4,1,merged
facebook,react,14588,663,1,merged
facebook,react,14608,194338,16,merged
facebook,react,14636,104658,33,merged
facebook,react,14566,2127,1,abandoned
facebook,react,14572,252,1,abandoned
facebook,react,14576,0,1,merged
facebook,react,14571,211,2,abandoned
facebook,react,14569,16542,4,merged
facebook,react,14560,4,1,merged
facebook,react,14565,35,1,merged
facebook,react,14557,237,1,open
facebook,react,14567,126845,7,merged
facebook,react,14556,2465,2,merged
facebook,react,14550,172,1,merged
facebook,react,14555,1826,2,abandoned
facebook,react,14548,472,1,merged
facebook,react,14559,11068,7,merged
facebook,react,14546,32,1,open
facebook,react,14521,3,1,merged
facebook,react,14528,846784,1,abandoned
facebook,react,14513,7,1,abandoned
facebook,react,14503,119900,1,merged
facebook,react,14499,2,1,open
facebook,react,14495,566,1,open
facebook,react,14487,0,1,abandoned
facebook,react,14466,0,0,abandoned
facebook,react,14485,19,1,abandoned
facebook,react,14477,1,1,merged
facebook,react,14462,41,1,abandoned
facebook,react,14455,844,1,merged
facebook,react,14585,261660,41,merged
facebook,react,14553,544259931,250,abandoned
facebook,react,14510,432680617,250,abandoned
facebook,react,14448,48,1,abandoned
facebook,react,14444,13873,1,open
facebook,react,14450,8,1,merged
facebook,react,14437,2944,1,merged
facebook,react,14435,1125,2,merged
facebook,react,14429,3151,3,merged
facebook,react,14421,6482,1,abandoned
facebook,react,14419,45,1,merged
facebook,react,14420,112751,1,open
facebook,react,14415,6311,1,merged
facebook,react,14423,1427,2,merged
facebook,react,14427,1124,2,merged
facebook,react,14401,2555,1,merged
facebook,react,14392,2411,1,merged
facebook,react,14397,1811,1,open
facebook,react,14384,23,1,merged
facebook,react,14389,547,1,merged
facebook,react,14383,836,1,merged
facebook,react,14400,8246,4,merged
facebook,react,14378,1,1,merged
facebook,react,14381,41,1,abandoned
facebook,react,14376,297,1,merged
facebook,react,14372,22,1,merged
facebook,react,14370,23032,2,merged
facebook,react,14364,1286,2,merged
facebook,react,14359,27994,1,merged
facebook,react,14349,5637,1,open
facebook,react,14358,79395,3,merged
facebook,react,14382,336468,30,open
facebook,react,14330,9,1,merged
facebook,react,14332,1,1,abandoned
facebook,react,14336,7710,1,merged
facebook,react,14333,1,1,abandoned
facebook,react,14339,264,2,merged
facebook,react,14346,27,1,merged
facebook,react,14325,257,1,merged
facebook,react,14320,14,1,merged
facebook,react,14327,446,2,merged
facebook,react,14322,2361,2,merged
facebook,react,14316,2,1,merged
facebook,react,14329,106073,3,open
facebook,react,14314,1554,1,merged
facebook,react,14313,469,1,merged
facebook,react,14311,1815,1,merged
facebook,react,14309,330,1,merged
facebook,react,14334,241603,9,merged
facebook,react,14308,85,1,merged
facebook,react,14312,3592,3,merged
facebook,react,14307,2,1,merged
facebook,react,14302,7,1,merged
facebook,react,14301,1,1,merged
facebook,react,14291,33,1,merged
facebook,react,14297,40,1,merged
facebook,react,14282,496,1,merged
facebook,react,14279,577,1,merged
facebook,react,14277,2828,3,merged
facebook,react,14289,1661,8,open
facebook,react,14298,27874,21,merged
facebook,react,14280,327936,26,merged
facebook,react,14275,365,1,merged
facebook,react,14265,123,1,open
facebook,react,14270,580784,1,abandoned
facebook,react,14269,248,1,open
facebook,react,14276,4910,2,merged
facebook,react,14268,361,2,abandoned
facebook,react,14267,5629,2,abandoned
facebook,react,14249,12,1,merged
facebook,react,14245,839,1,merged
facebook,react,14236,5,1,abandoned
facebook,react,14244,17666,3,abandoned
facebook,react,14255,29973,4,abandoned
facebook,react,14242,2453,3,merged
facebook,react,14235,11,1,abandoned
facebook,react,14234,183,1,merged
facebook,react,14225,4960,1,abandoned
facebook,react,14226,953,1,abandoned
